gaTrackerData.jobId,icon,name,highlightPhrase
3451289398,retirement,401K Plan,"good matching, pretty standard to most other similar companies of size, overall good"
3451289398,health,Health Insurance,"lots of different packages, good coverage for the whole family, vision, health, dental, easy to review and select"
3451289398,vacation,Vacation & Paid Time Off,"comprehensive, high number of days, maternity/paternity leave, bereavement, more than other companies (other large pharma)"
3466786453,health,Health Insurance,High deductible plan. Premiums deducted from pay check . Company pays very little toward instead. 
3466786453,vacation,Vacation & Paid Time Off,"6 paid holidays. 10 days paid time of for 1st 5 years, then 3 weeks for 6 through 9 years, and max out at 4 weeks in 10th year. Accrue sick time, but penalized for using it. Sick time is not paid out if you leave the company. "
3466786453,retirement,401K Plan,No company match. Company did away with match in 2018 to save Corp expenses. 
3458221945,health,Health Insurance,Could be worse - like United Health Care
3458221945,retirement,401K Plan,2%  match - nothing to run home and brag about. 
3458221945,vacation,Vacation & Paid Time Off,"They are very fair about this, I must say. "
3330553411,retirement,401K Plan,Profit sharing up to 4% of annual salary each year.
3330553411,health,Health Insurance,Be prepared for high deductibles.
3330553411,vacation,Vacation & Paid Time Off,No designated vacation or sick time. PTO that accrues very slowly
3467527312,retirement,401K Plan,"The company matching is higher than what I have seen or heard about other companies.
It also provides a wide range of investment options with low management fees "
3467527312,health,Health Insurance,Great health insurance through United Healthcare! 
3467527312,vacation,Vacation & Paid Time Off,"The yearly paid vacation  length is reasonable and comparable to the industry norm.
The unused vacation days however is not carried over to the next year.
There is also eleven days of paid holidays including three days of floating holidays.  "
3258226632,food,Free Lunch or Snacks,They have plenty of free food and snacks
3258226632,health,Health Insurance,"Not every option available, but enough to span the range of what you would expect. From HSA high deductible to low deductible with high coverage."
3258226632,vacation,Vacation & Paid Time Off,"Unlimited Paid Time Off, decent culture around it too."
3458329413,health,Health Insurance,"Great coverage and I loved the HSA program. Even after I left Frontline, I still benefited from it. It was difficult to get into certain doctors. "
3465191809,health,Health Insurance,excellent dental and health insurance plans available. Choose between multiple providers.
3465191809,sickDays,Sick Days,"You had to call in 2 hours before , or else you get attendance points docked. "
3465191809,holidays,Paid Holidays,"When the university campus is closed for a holiday you get paid, but you still might have to get work done."
3130659792,health,Health Insurance,"Standard for a family, still expensive"
3130659792,retirement,401K Plan,401 k match and even allows small loans  twice a year
3130659792,vacation,Vacation & Paid Time Off,"Great time off, vacation sick all that"
3423287811,health,Health Insurance,"Very expensive, plans keep changing every year"
3423287811,retirement,401K Plan,They match up to 5%
3423287811,vacation,Vacation & Paid Time Off,Received 4 weeks off per year but was unpaid as I was on commission 
3315729166,health,Health Insurance,"No cost health insurance for employee plus family. The best plan is the HSA plan -- it looks expensive, but since Elastic maxes your HSA, it covers the whole (high) deductible, and most of the out of pocket max. US insurance via Cigna."
3315729166,wfh,Work From Home,"Distributed, remote-first company that actually values home life, flexibility, and balance."
3315729166,matPatLeave,Maternity & Paternity Leave,16 weeks paid new parent leave
3458269590,health,Health Insurance,Lots of covered procedures / visits / etc. Low copays and easy family coverage.
3395496864,vacation,Vacation & Paid Time Off,"Vacation accrual average, 5 sick days per year"
3395496864,retirement,401K Plan,50% match and vested after three years. Very good !
3395496864,health,Health Insurance,Five medical plan options. Great coverage plan and competitive employees’ premium 
3385152244,health,Health Insurance,"Unlimited PTO with paid holidays and sick leave. Able to pick your medical, dental, vision package! These are definitely a perk of working here

"
3385152244,retirement,401K Plan,"You are able to enroll in the automatic company match of 3 percent or raise the rate. Also, you can enroll in automatic annual rate increases to help build a better retirement fund."
3385152244,vacation,Vacation & Paid Time Off,"7 day Vacation is accumulated annually, but I am not sure if there is any paid sick days."
3446146237,retirement,401K Plan,Company match for 401K is the best benefit.
3446146237,health,Health Insurance,Excellent Benefits package for employees
3446146237,discount,Employee Discount,Best from any company I have worked for.
3467043303,health,Health Insurance,The cost is higher than competitors that I know of.
3467043303,vacation,Vacation & Paid Time Off,Excellent combined vacation and sick days allowing for a lot of vacation if you are not sick often.
3467043303,retirement,401K Plan,"Match is OK, but not great."
3241277797,retirement,401K Plan,Great fund options; decent match percentage
3241277797,health,Health Insurance,No cost to the team member; low cost if family members are included.
3241277797,food,Free Lunch or Snacks,Lots of snacks; great variety; always stocked
3454869110,health,Health Insurance,"Decent benefits , flexible Time off "
3454869110,dental,Dental Insurance,Usual dental benefits.   Very standard
3454869110,retirement,401K Plan,Standard 401 K benefits plan 
3426366959,retirement,401K Plan,Great for interns too as well. 
3426366959,health,Health Insurance,Package options were mediocre and expensive 
3426366959,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3456752113,health,Health Insurance,Only  health insurance 
3456752113,vacation,Vacation & Paid Time Off,Few days of vacation 
3456752113,retirement,401K Plan,Great that they match.  A little increase in match would be great but the amount given now is pretty much the national average.  Grateful for it!!!
3462611512,matPatLeave,Maternity & Paternity Leave,"2 months for both, mothers and fathers. "
3462611512,retirement,401K Plan,"With matching contribution, and a plan that you can manage online. "
3462611512,vacation,Vacation & Paid Time Off,Your vacation increases overtime with seniority.
3406747904,retirement,401K Plan,"A 401K plan is offered, which is certainly appreciated, however what sets DMA apart is the ESOP shares that are distributed on an annual basis.  After several years, the ESOP share balance can represent a significant portion of retirement savings."
3406747904,health,Health Insurance,"High deductible plan, however DMA does contribute a significant amount annually to help offset cost."
3406747904,vacation,Vacation & Paid Time Off,"Competitive in terms of days off, nice that they moved from a vacation / sick structure to providing the same amount of days off, but not designated as vacation or sick."
3450770620,health,Health Insurance,variety of programs and benefits.
3450770620,retirement,401K Plan,employer's up to 6% match
3450770620,vacation,Vacation & Paid Time Off,Paid holidays and up to 15 days of vacation per year
3459529016,retirement,401K Plan,5% by the company regardless of employee participation
3459529016,health,Health Insurance,"100% paid by company for employee, but co-pay is a little high"
3436174014,health,Health Insurance,Employee medical is good but zero contribution for family. It is expensive for family.
3382942386,health,Health Insurance,Very good health insurance 
3382942386,retirement,401K Plan,Not sure they are gonna be.open.past next year.
3382942386,holidays,Paid Holidays,Only pay you for 8 whether you work 10 or 12 hour shifts
3455627528,health,Health Insurance,"They cover health, vision, dental, life insurance, and workplace accidents.  The health plans cover a lot, but you don't have a lot of options if you're adding your spouse."
3455627528,vacation,Vacation & Paid Time Off,"PTO and paid holidays exist, but the PTO isn't enough when your work environment gets you sick all the time and the paid holidays will screw up your schedule because they want employees to work 5 days a week no matter what."
3455627528,discount,Employee Discount,Every employee has access to a single SimpliSafe alarm system free of cost.  They can expand the system at any time free of cost.
3219783620,health,Health Insurance,My overall opinion is that the medical plan provided is very well but could have some more perks such as better eye care. What I mean by this is a higher budget for contact lenses.
3219783620,retirement,401K Plan,"50% matching on first 6%, 25% matching on next 4%, up to 10%."
3219783620,vacation,Vacation & Paid Time Off,"There is oppurtunity for paid vacations, but I don't like to take them alot!"
3447184024,health,Health Insurance,Best health insurance I've ever had.
3447184024,vacation,Vacation & Paid Time Off,Not a lot of PTO days and no weekends off make it difficult to take vacation days without someone getting unreasonably angry.
3447184024,retirement,401K Plan,Matching. They'll take care of you.
3462824556,retirement,401K Plan,The company match is not as high as where I came from.  Subjective.
3462824556,health,Health Insurance,"Best I've ever seen.  For a family with lots of expenses, they cover the ENTIRE deductible -- every co-pay, every Rx, every procedure. Amazing. "
3462824556,wfh,Work From Home,Many people work from home 100% 
3337244557,pension,Pension Plan,Fully vested after 3 years with the company
3337244557,retirement,401K Plan,Matches 50% of your contribution between 0 and 6%.
3337244557,vacation,Vacation & Paid Time Off,Only two weeks vacation for new employees. Flex time and work from home is extremely limited.
3444772668,health,Health Insurance,"Great coverage of Health, Dental and Vision"
3444772668,retirement,401K Plan,401K Matching program is great
3444772668,vacation,Vacation & Paid Time Off,industry standard PTO plus holiday and Year-end closure
3462681471,health,Health Insurance,High deductible plan. Premiums deducted from pay check . Company pays very little toward instead. 
3462681471,vacation,Vacation & Paid Time Off,"6 paid holidays. 10 days paid time of for 1st 5 years, then 3 weeks for 6 through 9 years, and max out at 4 weeks in 10th year. Accrue sick time, but penalized for using it. Sick time is not paid out if you leave the company. "
3462681471,retirement,401K Plan,No company match. Company did away with match in 2018 to save Corp expenses. 
3423579471,health,Health Insurance,The deductible has been going up since the governments healthcare plan was passed.
3423579471,retirement,401K Plan,The benefit is standard 6% match
3423579471,vacation,Vacation & Paid Time Off,Standard paid time off and vacation...Federal holidays and earned vacation.  No sick days.
3365469611,retirement,401K Plan,Match 50% up to 6%.
3365469611,vacation,Vacation & Paid Time Off,"It's ok, nothing specific just like other companies a mix of paid time off and sick days"
3365469611,matPatLeave,Maternity & Paternity Leave,Very good perks for Maternity and Paternity Leave 
3452908736,health,Health Insurance,Best health benefits in the business
3452908736,vacation,Vacation & Paid Time Off,Generous vacation time and very flexible options
3452908736,retirement,401K Plan,They put in to the 401k along with your contributions 
3433024890,retirement,401K Plan,Company matching rates are relatively competitive 
3433024890,wfh,Work From Home,Work from home once a week
3433024890,vacation,Vacation & Paid Time Off,20 days PTO every year
3464997527,health,Health Insurance,Health insurance agent never respond to queries properly
3450819855,health,Health Insurance,"Their health insurance is too expensive, CHOC does not contribute much. Coverage is poor for the amount we pay."
3450819855,vacation,Vacation & Paid Time Off,"PTO accrual rate is decent, but holidays use up PTO, which cancels it out."
3450819855,matPatLeave,Maternity & Paternity Leave,The leave team truly cares to help guide you through the process. 
3397898826,retirement,401K Plan,Great for interns too as well. 
3397898826,health,Health Insurance,Package options were mediocre and expensive 
3397898826,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3459523037,health,Health Insurance,"Awesome benefits, well taken care of"
3466006095,health,Health Insurance,Menu of options (3 plans) to choose from.
3466006095,retirement,401K Plan,Good contribution plan.  Self-managed or Professionally managed options.  Company contribution not contingent upon employee contribution.
3466006095,vacation,Vacation & Paid Time Off,Flexible and can be accrued up to a certain limit.  No use it or lose it requirement.
3418970684,health,Health Insurance,Getting paid back$$  for any expense is like pulling teeth!
3418970684,vacation,Vacation & Paid Time Off,not impressive amount of PTO days
3418970684,retirement,401K Plan,401k is the only thing that is good
3445754048,pension,Pension Plan,Fully vested after 3 years with the company
3445754048,retirement,401K Plan,Matches 50% of your contribution between 0 and 6%.
3445754048,vacation,Vacation & Paid Time Off,Only two weeks vacation for new employees. Flex time and work from home is extremely limited.
3465522637,health,Health Insurance,"Decent benefits , flexible Time off "
3465522637,dental,Dental Insurance,Usual dental benefits.   Very standard
3465522637,retirement,401K Plan,Standard 401 K benefits plan 
2396578079,health,Health Insurance,"There are a few options to choose from, but they're all fairly equal and all good.  Or you can opt-out and get paid for the difference."
2396578079,retirement,401K Plan,"Low match
Long vesting period "
2396578079,vacation,Vacation & Paid Time Off,Vestmark offers a generous paid time off package
3463320709,health,Health Insurance,it would be best to get health insurance outside the company
3463320709,vacation,Vacation & Paid Time Off,We should have to wait long time for approvals.
3463320709,retirement,401K Plan,Excellent plan! Was able to put a ton of money aside and make a great profit.
3360742169,vacation,Vacation & Paid Time Off,They have a PTO bank where you claim all your holiday vacations. What I don’t like is they let you take additional mandatory time-off every year out of your PTO bank
3360742169,health,Health Insurance,"You have the option to select PPO, EPO or HMO"
3422652971,health,Health Insurance,$70 per pay period for single.
3422652971,vacation,Vacation & Paid Time Off,5 days regular and 7 on demand for new employees
3422652971,retirement,401K Plan,"6% match is really good.
"
3110649058,health,Health Insurance,"Their health insurance is very affordable and easy to use. Kaiser isn't great, but that's not Anaplan's fault. Having the FSA option is also good. "
3110649058,dental,Dental Insurance,Guardian covers dental really well for $1-2.
3110649058,stock,Stock Options,They will never pay off
3429962255,health,Health Insurance,"They offer a decently low deductible with for their health, dental, and vision insurances. They also offer a TeleDoc type service which makes it easy for those of us who need it. "
3429962255,retirement,401K Plan,they have mobile apps to track your retirement and you have control over investments
3429962255,vacation,Vacation & Paid Time Off,The paid time off does not immediately take effect. You gain more pto  as you work. Do t plan on having that time to use immediately upon starting
3464134250,retirement,401K Plan,I really liked it a lot.
3464134250,vacation,Vacation & Paid Time Off,ok vacation and paid time off. it depends on a manager.
3464134250,health,Health Insurance,decent health insurance with affordable premium
3456613763,retirement,401K Plan,Great for interns too as well. 
3456613763,health,Health Insurance,Package options were mediocre and expensive 
3456613763,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3366316234,pension,Pension Plan,We are fortunate to be one of the few companies that have both a pension plan plus a profit sharing plan that the company contributes to.
3275166229,retirement,401K Plan,"It is matched at a particular percent. I believe it gets matched at the 4-5% tier. Also, I remember there being multiple types of pre-built plans to invest in. Low, Medium, High risk. "
3275166229,food,Free Lunch or Snacks,"Very well stocked kitchens in every employee building. Lots of snacks, though mostly unhealthy."
3275166229,vacation,Vacation & Paid Time Off,Starts at 14 days a year. Increases with time spent at the company.
3401076324,health,Health Insurance,"The health insurances  good as a Blue Cross Blue Shield, but the premium high. I paid $115 for my self plus my kid weekly."
3401076324,vacation,Vacation & Paid Time Off,excellent vacation purchase program 
3401076324,jobTraining,Job Training,Not so great and throws you into the work 
3460943158,health,Health Insurance,High deductible and low choices.
3460943158,vacation,Vacation & Paid Time Off,2 weeks is the worst!
3434642989,retirement,401K Plan,Match dollar for dollar on first 4% then simply give you another 2%.  Nice
3434642989,health,Health Insurance,Excellent health insurance coverage as per needs 
3434642989,vacation,Vacation & Paid Time Off,it will be increased per service years
3436646132,retirement,401K Plan,great 401k and a really great 401k match.
3436646132,sickDays,Sick Days,"plenty of sick days available, but we want to keep you healthy."
3356737239,wfh,Work From Home,Employees can generally work form home as desired.
3278686289,discount,Employee Discount,Standard 10% except at Christmas time and the Holiday discount goes to 20% discount for about 10 days 
3278686289,vacation,Vacation & Paid Time Off,it was okay not the best
3278686289,health,Health Insurance,little expensive but good 
3114386306,health,Health Insurance,"Great coverage of Health, Dental and Vision"
3114386306,retirement,401K Plan,401K Matching program is great
3114386306,vacation,Vacation & Paid Time Off,industry standard PTO plus holiday and Year-end closure
3404032264,retirement,401K Plan,Great Visa company match available! 
3450642502,retirement,401K Plan,Profit sharing up to 4% of annual salary each year.
3450642502,health,Health Insurance,Be prepared for high deductibles.
3450642502,vacation,Vacation & Paid Time Off,No designated vacation or sick time. PTO that accrues very slowly
3361636909,retirement,401K Plan,"Great 401k plan, company match. "
3361636909,health,Health Insurance,Great overall compensation package. 
3361636909,vacation,Vacation & Paid Time Off,10 vacation and 10 sick days per year. 
3314220006,retirement,401K Plan,Pretty standard package.  The choices are easy to make and the process for signing up was very fast.  It's nice that the employer match starts day one!
3314220006,health,Health Insurance,Health insurance is affordable and the coverage is phenomenal. 
3314220006,vacation,Vacation & Paid Time Off,Could be more but it's pretty good. 
3442565372,retirement,401K Plan,"Good 401K plan, but small employer contribution"
3442565372,health,Health Insurance,Several plans to choose from. Not too hard to navigate
3442565372,matPatLeave,Maternity & Paternity Leave,3 months leave is decent.
3450646969,retirement,401K Plan,Profit sharing up to 4% of annual salary each year.
3450646969,health,Health Insurance,Be prepared for high deductibles.
3450646969,vacation,Vacation & Paid Time Off,No designated vacation or sick time. PTO that accrues very slowly
3445104513,health,Health Insurance,Stupidly expensive plan with hardly any in network providers
3445104513,retirement,401K Plan,"Excellent matching option of up to 5%, with several investment options.  Including fantastic communication and online investment strategy options"
3445104513,vacation,Vacation & Paid Time Off,They will give you multiple weeks of paid time off and recognize all the major federal holidays.  I think this is a generous company. 
3453871279,health,Health Insurance,"Aetna, good coverage options to choose from."
3453871279,vacation,Vacation & Paid Time Off,PCH gives an average amount of time off but sometimes it can be hard to schedule extended time off (over 1 week) because of how much work you have to do.
3453871279,wfh,Work From Home,"It is very dependent on your job and department. Developers should have greater access to remote work since they use an open office approach which is terrible for development.
"
3400304791,health,Health Insurance,Employee medical is good but zero contribution for family. It is expensive for family.
3144472782,health,Health Insurance,The very best Healthcare Insurance I've every had with any company. So much is covered!
3144472782,retirement,401K Plan,Additional top up at year end after the company match.
3144472782,vacation,Vacation & Paid Time Off,Vacation & Paid Time Off is very good
3463300999,health,Health Insurance,Not that great and not cheap either 
3463300999,retirement,401K Plan,Match up to 4% and 50% of 6%
3463300999,vacation,Vacation & Paid Time Off,Pretty much the standard across all companies 
3452813251,health,Health Insurance,"I think the Insurance is good overall. However, I have seen better out there."
3452813251,retirement,401K Plan,Great company match up to 8%
3452813251,vacation,Vacation & Paid Time Off,You have a lot of freedom to use your time off. They are pretty flexible with how you use it.
3463394727,retirement,401K Plan,Great for interns too as well. 
3463394727,health,Health Insurance,Package options were mediocre and expensive 
3463394727,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3444615525,health,Health Insurance,Full coverage for entire family
3420489184,health,Health Insurance,Health insurance is very comprehensive with a lot of options
3420489184,retirement,401K Plan,Company match is limited to $5K.  Limited investment options
3420489184,vacation,Vacation & Paid Time Off,"Standard vacation rates, but they are negotiable."
3394581460,retirement,401K Plan,Company matches 100% after an employes is fully invested 
3394581460,vacation,Vacation & Paid Time Off,Citi offers paid vacation time off based on time served with the company. The company also offers paid time off for all banking holidays. 
3394581460,health,Health Insurance,Citi offer good health insurance to its employees. My only gripe would be that I would like to see a greater number of providers available. 
3442847415,food,Free Lunch or Snacks,    Lot of snacks and free lunch
3461471231,vacation,Vacation & Paid Time Off,Get vacation after 6 months which is nice. Short staffing gets in the way of taking vacation. 
3413612133,retirement,401K Plan,Great for interns too as well. 
3413612133,health,Health Insurance,Package options were mediocre and expensive 
3413612133,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3458373302,health,Health Insurance,Better than using Cobra insurance 
3395585069,retirement,401K Plan,The savings plan is great and is a very competitive value when looking at other defense contractors in the market. 
3395585069,health,Health Insurance,Typical hsa type coverage 
3395585069,vacation,Vacation & Paid Time Off,2 weeks plus a week of my time. 
3449484847,health,Health Insurance,Very generous medical and dental benefits
3449484847,retirement,401K Plan,Company match up to 6% of salary.  Good company assistance with financial investing portfolios with an investment manager
3449484847,wfh,Work From Home,Flexibility and IT support to work from home and travel regularly without interruption.  Easy to get connected and stay connected on the road.
3458778576,health,Health Insurance,"Health, dental insurance etc. available."
3458778576,vacation,Vacation & Paid Time Off,Union members have tremendous paid vacation dates and generous time off.
3458778576,matPatLeave,Maternity & Paternity Leave,Available for both moms and dads
3467673421,health,Health Insurance,"The cover everything!  Dental, eyecare, health etc. "
3412110606,health,Health Insurance,"Best: United Health Care is the provider, and 4 different plans are offered, based on how much care you need. 
Worst: Even with the higher deductible HSAs, you still have to pay some premiums."
3412110606,retirement,401K Plan,"Best: T. Rowe Price
Worst: not fully vested until you have worked 3 consecutive years"
3412110606,vacation,Vacation & Paid Time Off,InfoSec Team Promoted Work-Life Balance strongly. Not sure about the company or other management. 
3465528502,vacation,Vacation & Paid Time Off,Fixed number of holidays are paid 
3465528502,health,Health Insurance,Average health insurance not for intern only for workers working full time 
3465528502,retirement,401K Plan,This is current as of 6/2019
3446131561,health,Health Insurance,"The health insurances  good as a Blue Cross Blue Shield, but the premium high. I paid $115 for my self plus my kid weekly."
3446131561,vacation,Vacation & Paid Time Off,excellent vacation purchase program 
3446131561,jobTraining,Job Training,Not so great and throws you into the work 
3378075224,retirement,401K Plan,They match up to a certain percentage of what you put in.
3378075224,health,Health Insurance,"ACA Plan, high deductible, high out of pocket."
3378075224,vacation,Vacation & Paid Time Off,"PTO is reasonable, however, there are blackout date as to when you can use it if you are on your manager's bad side, good luck!"
3447143564,matPatLeave,Maternity & Paternity Leave,Overall a great package that is offered to employees from the insurance to the 401k plan that they offer. 
3431162132,matPatLeave,Maternity & Paternity Leave,"4 months off for maternity leave, plus extra time can be added from the unlimited vacation policy."
3431162132,health,Health Insurance,"100% paid for employees & dependents, covers practically everything."
3431162132,food,Free Lunch or Snacks,Its unhealthy and we won't except it.
3215364252,food,Free Lunch or Snacks,"They have wonderful coffee, and gluten free snacks"
3215364252,discount,Employee Discount,"Employee discounts on many things including mortgage rates! There are employee discounts for many stores, restaurants, and brands as well. "
3215364252,health,Health Insurance,The health benefits are very good. Ive never had to pay out of pocket for anything
3460916234,vacation,Vacation & Paid Time Off,Unlimited sick leave and generous 401K.
3460916234,retirementPlan,Retirement Plan,OK. They have changed to a 401k format with some company matching.  Nothing exciting.
3460916234,health,Health Insurance,Typical health insurance provided.  Some depends on location of the site you work at.
3441685310,discount,Employee Discount,"All Perkins employees could get free pancakes while working, as we never wanted an employee to work hungry.  Employees received half off their meals while working.  Managers got free meals."
3441685310,jobTraining,Job Training,There is extensive training program at Perkins for each area to ensure all team members and managers are fully trained. 
3441685310,flexWorkSched,Reduced or Flexible Hours,"Hours were flexible, but often required outside of normal business hours."
3003128779,retirement,401K Plan,"Great plan with lots of investment options, but no employer matching contribution"
3003128779,health,Health Insurance,Blue Shield of California Medical is great. 
3003128779,vacation,Vacation & Paid Time Off,Vacation and Paid Time Off offered to employees is very competitive.
3466163610,retirement,401K Plan,average to below average for industry
3466163610,matPatLeave,Maternity & Paternity Leave,"4 months for mothers, 2 months for fathers"
3466163610,vacation,Vacation & Paid Time Off,"average vacation offering, although some managers are very flexible in offering comp time"
3404343430,health,Health Insurance,"Their health insurance is very affordable and easy to use. Kaiser isn't great, but that's not Anaplan's fault. Having the FSA option is also good. "
3404343430,dental,Dental Insurance,Guardian covers dental really well for $1-2.
3404343430,stock,Stock Options,They will never pay off
3466159972,health,Health Insurance,"Different options but much pricier than other companies in terms of premiums. With the Baring buyout and more employees under 1 umbrella, why hasn't the company looked into new options that are nowhere near as expensive as what we pay now? For me and spouse, both healthy, I pay about $800 per month in premiums. And all our copays have increased year after year. "
3466159972,retirement,401K Plan,"Great 401-k plan with match dollar for dollar up to 6% investing. That used to be the norm everywhere but more and more companies have stopped matching. SAI continues to match, and they match with every paycheck, not 1 time per year like some places. Definitely a worthwhile benefit."
3466159972,wfh,Work From Home,"Provide all the equipment except desk.  They don't check in on you every 10 minutes or ""spy"" on you.  you just have to get your work done and sell."
3466557808,retirement,401K Plan,Great for interns too as well. 
3466557808,health,Health Insurance,Package options were mediocre and expensive 
3466557808,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3320065180,matPatLeave,Maternity & Paternity Leave,I was not eligible for this. 
3406786699,health,Health Insurance,The firm has been able to leverage its relationships with insurers in order to offer a decent array of plans to its employees.
3406786699,retirement,401K Plan,No employer matching percentage program. 
3406786699,matPatLeave,Maternity & Paternity Leave,WEMED does not have a Paternity leave.
3431477511,health,Health Insurance,Health benefits are good but will be changing!
3437912889,health,Health Insurance,have a great one benefit !
3437912889,vacation,Vacation & Paid Time Off,"Time off at the moment starts at 12 vacation days and 6 sick days. You can usually use sick days as vacation days. The only difference is sick days rollover and vacation days do not. Or maybe vice versa, can’t remember."
3437912889,retirement,401K Plan,The maximum FirsService will contribute is 2.4%.
3068179150,health,Health Insurance,"They cover health, vision, dental, life insurance, and workplace accidents.  The health plans cover a lot, but you don't have a lot of options if you're adding your spouse."
3068179150,vacation,Vacation & Paid Time Off,"PTO and paid holidays exist, but the PTO isn't enough when your work environment gets you sick all the time and the paid holidays will screw up your schedule because they want employees to work 5 days a week no matter what."
3068179150,discount,Employee Discount,Every employee has access to a single SimpliSafe alarm system free of cost.  They can expand the system at any time free of cost.
3332473060,health,Health Insurance,covers you for not much $$ but not the best i have ever had
3332473060,vacation,Vacation & Paid Time Off,"Unlimited vacation in reason, just dont take advantage of it and get your work done"
3444638691,vacation,Vacation & Paid Time Off,"""Unlimited"" but it seems like people still check email and are expected to stay somewhat connected"
3444638691,health,Health Insurance,You have to pay into this each month - wish HS would cover 100%
3444638691,food,Free Lunch or Snacks,"Standard snack options, free lunch Firdays"
3442898226,health,Health Insurance,Base2 has a number of good options here.
3442898226,vacation,Vacation & Paid Time Off,I get $1800 per per year for dental and Vision. I am very satisfied  
3313124398,retirement,401K Plan,Company matches 100% after an employes is fully invested 
3313124398,vacation,Vacation & Paid Time Off,Citi offers paid vacation time off based on time served with the company. The company also offers paid time off for all banking holidays. 
3313124398,health,Health Insurance,Citi offer good health insurance to its employees. My only gripe would be that I would like to see a greater number of providers available. 
3441765719,health,Health Insurance,"Benefits are comparable to other mid sized IT companies. 401k match, flew work schedule, good health and dental.
Would like better educational match"
3446238694,health,Health Insurance,The Rx program could be very expensive.
3446238694,vacation,Vacation & Paid Time Off,3 weeks to start out.
3446238694,retirement,401K Plan,Company match and pension plan.
3445704321,retirement,401K Plan,EY has a pension plan that offers a lump sum.
3445704321,health,Health Insurance,Health Insurance is decent. In a ppo and high deductible. They match the contributions you make to your HSA which is nice however that is pretty standard across lots of companies. 
3445704321,matPatLeave,Maternity & Paternity Leave,"The fact that both maternity and paternity leaves are offered is a great benefit to parents,"
3378391511,matPatLeave,Maternity & Paternity Leave,"Great place to work for new moms and dads, offer great time off as well as adoption benefits"
3451066705,health,Health Insurance,"As a contractor, the health insurance was very expensive with little to no coverage. "
3451066705,dental,Dental Insurance,They provided dental benefits but exceeded $110/month for family coverage.
3451066705,retirement,401K Plan,"only matches $1,000, would be much better if they could match a percentage of income like many other companies"
3429899554,retirement,401K Plan,They do a 100 percent match 
3429899554,discount,Employee Discount,"50 percent off all books, only problem you will need to order from the warehouse. "
3429899554,vacation,Vacation & Paid Time Off,Generous paid time off and vacation time.  
3421116057,health,Health Insurance,"Limited carriers, high co-pays
Consistently changes"
3421116057,vacation,Vacation & Paid Time Off,"Not enough vacation
Expect to check in while on vacation"
3421116057,retirement,401K Plan,"If you get hired to not receive overtime, you get to participate in 401K earlier"
3456120349,health,Health Insurance,"Two options, basic and high deductible.  Free coverage for employee and dependents for vision and dental.  Amazing.  "
3456120349,retirement,401K Plan,401K through Fidelity with better than market returns.  Match up to 6% and add 3.5% automatically at end of year.  Hard to beat that.  
3456120349,vacation,Vacation & Paid Time Off,"Decent amount of time off, but you have to use some of it for the winter/xmas break at year end."
3451325624,health,Health Insurance,"As of 2019, there are currently three options for health insurance one of which is the expensive co-pay option and the other two are high deductible versions. HKS pays for about 60-80% of the actual premium. Depending on your rank at the firm, your contribution increases. Principals pay a much higher premium for the same insurance coverage compared to the juniors."
3451325624,retirement,401K Plan,Average. Match up to 6%. Not matched in recent years.
3451325624,vacation,Vacation & Paid Time Off,Total PTO time is above industry average. 
3445640772,health,Health Insurance,"Offered very good health insurance and some other exercise plan, like free bike rental at downtown area. Running machine at work place    "
3445640772,dental,Dental Insurance,"Pretty good Insurance. Accepted everywhere Ive been and never had any issues. 
"
3445640772,holidays,Paid Holidays,11. Roughly average for industry.
3426710308,retirement,401K Plan,Plan is competitive with a large number of investment choices
3426710308,health,Health Insurance,Multiple Plan choices including PPO
3426710308,wfh,Work From Home, Most positions allow working from home
3166214448,discount,Employee Discount,The employee discount is hilariously bad.
3166214448,health,Health Insurance,It’s what you would expect from a large us company 
3166214448,vacation,Vacation & Paid Time Off,Flexible PTO and management uses the policy too. Actually use it. BEST PERK
3379124654,health,Health Insurance,I purchased up and pay $150/month for myself and my children.  Many of my Rx are free or less than $5.  Specialty Dr's is $30 co pay.  Reg Dr $10 co pay.  $2500 deductable
3379124654,retirement,401K Plan,Match after 60 days of employment with 3.5% match
3379124654,vacation,Vacation & Paid Time Off,Non exempt 15 days PTO 8 paid holidays (this year 9) xmas eve and xmas.  2 volunteer days.  Exempt unlimited PTO
3464015300,health,Health Insurance,Commited to caring for employees
3464015300,retirement,401K Plan,they match your contributions up 6%
3464015300,vacation,Vacation & Paid Time Off,"ok, average, not stellar benefits."
3466130659,retirement,401K Plan,There is a 5% match
3466130659,discount,Employee Discount,You get a free copy of TurboTax
3466130659,vacation,Vacation & Paid Time Off,You get PTO which can accumulate quickly with OT and will transfer from year to year.
3466886120,health,Health Insurance,"HSA is available, good for retirement savings"
3466886120,retirement,401K Plan,Only vests after 7 years--who stays that long in this day and age?!
