gaTrackerData.jobId,jobTitle,payPeriod,payPercentile50,payPercentile10,payPercentile90
3449377732,Intern - Hourly,HOURLY,23.01,18.3,28.34
3449377732,Maintenance Technician,ANNUAL,46541.31,43546.03,48923.55
3297840521,Software Engineer,ANNUAL,,130191.42,141075.2
3297840521,Senior Software Engineer,ANNUAL,,133510.94,145434.69
3297840521,Business Development Representative,ANNUAL,,48202.5,51508.5
3440168942,Registered Nurse,HOURLY,26.97,23.15,37.22
3440168942,Medical Technologist,HOURLY,24.78,20.31,28.39
3440168942,Physical Therapist,HOURLY,38.67,35.31,46.01
3440168942,Staff Medical Technologist,HOURLY,25.4,20.17,29.31
3440168942,LVN,HOURLY,17.57,15.59,23.98
3410521761,Product Manager,ANNUAL,,121005.14,155244.0
3410521761,Product Marketing Manager,ANNUAL,,122864.99,134209.99
3410521761,Senior Product Developer Manager,ANNUAL,,68577.12,74173.12
3410521761,Senior Product Manager,ANNUAL,,135059.48,146839.55
3410521761,Account Manager,ANNUAL,73531.91,66692.6,109360.94
3443231051,Executive Chef,ANNUAL,64974.53,46723.93,86741.86
3443231051,Food Service Director,ANNUAL,65334.43,51957.86,87425.67
3443231051,Clinical Dietitian,ANNUAL,55655.05,43475.02,61841.84
3443231051,Chef Manager,ANNUAL,56109.05,36795.79,61862.86
3443231051,Cook,HOURLY,12.27,9.07,15.54
3342300435,Senior Software Engineer,ANNUAL,120085.76,102738.58,138352.27
3342300435,Director,ANNUAL,161585.86,149505.58,183349.01
3342300435,Senior Manager,ANNUAL,135311.73,101321.53,162583.8
3342300435,Account Manager,ANNUAL,48475.76,30154.2,63865.36
3342300435,Software Engineer,ANNUAL,90299.87,71043.18,114485.58
3307073404,Software Engineer,ANNUAL,147057.44,100193.8,189050.94
3307073404,Software Engineer(),MONTHLY,8495.44,7162.64,9445.13
3307073404,Software Engineer,MONTHLY,7664.55,7002.05,9156.53
3307073404,Fraud Analyst,ANNUAL,52875.78,48543.03,56594.38
3307073404,Senior Software Engineer,ANNUAL,183515.19,159990.16,195871.59
3465613629,Staff Software Engineer,ANNUAL,144473.25,127582.77,164803.52
3465613629,Staff Software Test Engineer,ANNUAL,126530.05,110092.39,159078.06
3465613629,Staff Software Development Engineer In Test,ANNUAL,,117619.12,126807.35
3465613629,Staff Software Engineer In Test,ANNUAL,,127440.76,137329.25
3465613629,Software Engineer,ANNUAL,99100.55,88125.05,113262.88
3455573893,Registered Nurse,HOURLY,29.79,25.45,37.28
3455573893,Patient Access Representative,HOURLY,15.74,14.43,17.93
3455573893,Systems Analyst,ANNUAL,78621.81,58487.01,104274.59
3455573893,Radiologic Technologist,HOURLY,26.03,22.04,42.14
3455573893,Staff RN,HOURLY,30.04,25.15,32.68
3463758377,Business Development Representative,ANNUAL,,29589.4,31870.34
3466558000,Software Engineer,ANNUAL,,83847.37,89850.76
3466558000,Lead Software Development Engineer,ANNUAL,,83722.8,90081.47
3466558000,Senior Software Engineer,ANNUAL,,106233.59,115178.97
3466558000,Lead Consultant,ANNUAL,86285.74,75562.27,100953.16
3466558000,Principal Consultant,ANNUAL,98348.14,85877.58,129127.55
2750331974,Web Developer,ANNUAL,67861.48,59244.15,117381.15
2750331974,Senior Software Engineer,HOURLY,,87.12,94.7
2750331974,Senior Software Engineer,ANNUAL,,102104.12,118707.42
2750331974,Sales Development Representative,ANNUAL,,45962.83,52401.14
2750331974,Software Engineer,ANNUAL,,144801.6,157742.39
3294582026,Reservoir Engineer,ANNUAL,116850.58,99257.25,161197.77
3294582026,IT Consultant,ANNUAL,102366.7,81707.61,123429.56
3294582026,Facilities Engineer,ANNUAL,110307.34,87320.55,131652.99
3294582026,Senior Reservoir Engineer,ANNUAL,143274.41,130547.44,157051.89
3294582026,Geologist,ANNUAL,108504.83,97006.1,155100.08
3423419297,Senior Software Engineer,ANNUAL,119582.34,83598.79,156229.92
3423419297,Inside Sales Representative,ANNUAL,53861.95,40240.8,67868.32
3423419297,Technical Support Engineer,ANNUAL,58545.11,47508.65,95127.77
3423419297,Software Engineer,ANNUAL,74086.17,53861.95,139849.95
3423419297,Account Executive,ANNUAL,96237.11,47997.05,140833.94
3188625369,Account Executive,ANNUAL,53525.87,41276.54,59887.98
3188625369,Sales Development Representative,ANNUAL,39232.31,35286.7,43460.9
3188625369,Senior Account Executive,ANNUAL,72983.39,59781.04,89081.66
3188625369,Customer Success Manager,ANNUAL,75781.81,69221.46,87708.6
3188625369,Senior Software Engineer,ANNUAL,137528.63,100199.59,152185.67
3435939337,Sales,ANNUAL,38332.39,3451.43,55276.53
3435939337,Interactive Producer,ANNUAL,48971.82,43089.56,61581.47
3435939337,Sales Associate,ANNUAL,36118.42,30697.02,45555.18
3435939337,Marketing Manager,ANNUAL,73706.1,50248.05,78416.72
3435939337,Customer Service,ANNUAL,38341.2,29609.06,48556.9
3426374604,Postdoctoral Appointee,ANNUAL,94415.79,91286.29,97674.7
3426374604,Senior Member of Technical Staff,ANNUAL,121434.33,107020.19,137726.81
3426374604,Member of Technical Staff,ANNUAL,102554.52,90706.18,115435.31
3426374604,Principal Member of Technical Staff,ANNUAL,144464.08,129184.92,158366.84
3426374604,Intern,HOURLY,24.22,16.54,38.58
3456803804,Sales Consultant,ANNUAL,34112.07,32122.24,41297.88
3456803804,Sales Consultant,HOURLY,16.11,14.76,16.52
3456803804,Customer Consultant,ANNUAL,47487.75,44887.24,48318.87
3456803804,Inside Sales Representative,HOURLY,,15.53,17.31
3456803804,IP Project Manager,HOURLY,,15.73,16.92
3466799712,Medical Resident,ANNUAL,53788.11,52660.09,58265.46
3466799712,Hospitalist,ANNUAL,226800.17,199489.38,302634.88
3466799712,Internist,ANNUAL,229871.19,213007.64,301356.33
3466799712,Registered Nurse,HOURLY,27.11,24.52,38.46
3466799712,Cardiologist,ANNUAL,342168.03,341965.88,426120.78
3466890918,Data Scientist,ANNUAL,,87135.43,94689.37
3466890918,Geospatial Analyst,ANNUAL,58045.71,39898.91,83064.82
3466890918,Software Engineer,ANNUAL,95325.95,71822.8,133915.38
3466890918,Senior Software Engineer,ANNUAL,115614.57,96347.45,121253.21
3466890918,Intern - Hourly,HOURLY,21.42,20.39,25.0
3436639939,Service Desk Technician,HOURLY,,16.08,19.1
3436639939,Account Manager,ANNUAL,,72735.19,78631.36
3436639939,Systems Engineer,ANNUAL,,63286.26,68862.33
3436639939,Data Analyst,ANNUAL,,50399.89,55036.35
3436639939,Administrative,ANNUAL,,59792.49,64522.59
3431288564,Software Engineer,ANNUAL,120233.5,101339.13,136925.15
3431288564,Sales,ANNUAL,131425.33,104219.23,204951.88
3431288564,Technical Support Engineer,ANNUAL,55386.3,43089.56,71859.49
3431288564,Director,ANNUAL,166331.31,151784.63,175212.0
3431288564,Implementation Manager,ANNUAL,118748.11,81202.97,165073.56
3464134361,Senior Business Analyst,ANNUAL,90027.09,80193.17,104517.71
3464134361,Business Manager,ANNUAL,115440.48,97557.35,139795.2
3464134361,Business Analyst,ANNUAL,78416.72,70383.67,89573.55
3464134361,Software Engineer,ANNUAL,101107.38,85362.16,120952.03
3464134361,Senior Data Analyst,ANNUAL,83502.15,78027.46,96978.87
3442402183,Business Analyst,ANNUAL,94169.17,75959.27,114232.62
3442402183,Business Analyst,HOURLY,30.89,24.55,33.98
3442402183,Technical Business Analyst,ANNUAL,,76294.15,114282.02
3442402183,Business Analyst III,ANNUAL,,95085.38,103423.7
3442402183,Associate Business Analyst,ANNUAL,,79088.16,84738.78
3284823968,Admissions Advisor,ANNUAL,48535.73,40803.19,57634.27
3284823968,Teaching Assistant,MONTHLY,976.21,606.77,1904.0
3284823968,Admissions Coordinator,ANNUAL,44303.61,36497.28,47782.94
3284823968,Lead Instructor,ANNUAL,98478.41,83422.35,107439.55
3284823968,Director of Career Services,ANNUAL,65170.04,57042.13,78164.42
3448907051,Electrical Design Engineer,ANNUAL,81430.09,65387.18,97157.55
3448907051,Senior Electrical Design Engineer,ANNUAL,,94915.12,102924.68
3448907051,Principal Engineer- Electrical Design and Product Te,ANNUAL,,129012.9,139865.7
3448907051,Financial Rotational Analyst,ANNUAL,66679.96,66372.9,70972.02
3448907051,Software Engineer,ANNUAL,90104.53,71011.28,111977.9
3454142989,Systems Analyst,ANNUAL,72208.53,55894.82,120284.15
3454142989,Business Analyst,ANNUAL,92542.16,49827.09,127772.73
3454142989,Systems Administrator,ANNUAL,75846.24,65078.74,89452.52
3454142989,Financial Analyst,ANNUAL,82859.13,75271.45,89537.23
3454142989,Project Management Analyst,ANNUAL,56049.87,51856.48,60946.21
3338093194,Tax Accountant,ANNUAL,,52338.47,62073.81
3338093194,Staff Accountant,ANNUAL,,52418.3,56316.5
3338093194,Senior Accountant,ANNUAL,,61842.32,66667.48
3338093194,Accounting,ANNUAL,,85781.34,92246.45
3445885383,Web Developer,HOURLY,,10.38,14.47
3445885383,Web Developer,ANNUAL,,52945.87,95534.85
3445885383,Student Web Developer,HOURLY,,13.85,14.87
3445885383,Web Designer Developer,ANNUAL,,68777.36,73969.94
3445885383,Web Designer/Developer,ANNUAL,,62924.45,67024.21
3399594814,Systems Administrator,ANNUAL,,40923.89,44505.79
3399594814,Technician,HOURLY,,19.15,20.78
3399594814,Help Desk Technician,HOURLY,,15.69,16.98
3399594814,IT Engineer,ANNUAL,,40419.88,43461.63
3399594814,Computer Specialist,HOURLY,,22.71,24.63
3458678407,Account Executive,ANNUAL,50410.75,44851.69,54726.38
3458678407,Intern,HOURLY,11.2,10.8,11.79
3458678407,Assistant Account Executive,ANNUAL,37788.98,34618.83,45090.61
3458678407,Assistant Media Planner,ANNUAL,41351.46,36731.04,43726.79
3458678407,Account Supervisor,ANNUAL,85387.95,64682.32,98822.49
3364099195,Senior Financial Analyst,ANNUAL,79655.85,68791.37,83800.8
3364099195,Senior Finance Analyst,ANNUAL,,77783.2,84578.16
3364099195,Car Sales,ANNUAL,40998.41,39102.93,44415.04
3364099195,Customer Service Representative,ANNUAL,28239.49,26773.27,29908.23
3364099195,Insurance Agent,ANNUAL,36971.56,26084.7,42197.56
3451052816,Engineer,ANNUAL,66735.79,65235.25,118066.12
3451052816,Manufacturing Engineer,ANNUAL,63250.2,50849.39,69249.73
3451052816,Intern,HOURLY,20.56,19.79,22.47
3451052816,Intern - Hourly,HOURLY,19.35,17.79,19.54
3451052816,Engineering Manager,ANNUAL,117227.66,113219.88,141499.38
3434700124,Data Analyst,HOURLY,,13.65,14.95
3434700124,Data Analyst,ANNUAL,,49997.13,54290.72
3434700124,Office Administrator,HOURLY,,14.47,15.62
3434700124,Product Design Engineer,ANNUAL,,68534.54,75696.61
3395027972,Industrial Designer,ANNUAL,,65331.62,74359.69
3395027972,Processing Supervisor,ANNUAL,,66691.25,72044.33
3442591409,Applications Developer,ANNUAL,70611.05,70523.25,82101.43
3442591409,Applications Developer,HOURLY,,45.28,58.79
3442591409,Business Development Representative,ANNUAL,,47924.33,63175.02
3442591409,Database Developer,ANNUAL,,73928.16,80289.68
3442591409,Manager,ANNUAL,,97186.18,105910.66
3389480716,Student Success Advisor,ANNUAL,50000.0,47944.49,51066.14
3389480716,Education Coach,ANNUAL,46974.81,43085.82,49832.41
3389480716,Co,ANNUAL,50849.39,45907.41,53330.05
3389480716,Admissions Advisor,ANNUAL,45157.89,42604.84,52085.62
3389480716,SSA,ANNUAL,,46815.85,55279.53
3460613707,Machine Operator,HOURLY,,15.04,18.79
3460613707,Buyer,ANNUAL,,65186.37,72890.49
3460613707,Utility Worker,HOURLY,,13.12,16.03
3460613707,China Technical Center Lab Manager,ANNUAL,,66768.73,83886.38
3460613707,Manager,ANNUAL,,99571.03,107899.35
3374935269,Software Engineer,ANNUAL,67324.05,66951.45,78873.94
3374935269,Programmer Analyst,ANNUAL,,63028.4,72594.16
3374935269,Computer Systems Analyst,ANNUAL,,64534.2,69589.21
3374935269,Project Manager,HOURLY,,88.27,96.08
3374935269,Business Systems Analyst,ANNUAL,,65598.93,70725.3
3374154483,Staff Accountant,ANNUAL,48893.52,43475.02,53064.21
3374154483,Audit Associate,ANNUAL,,48086.56,58452.51
3374154483,Senior Associate,ANNUAL,,61833.73,65733.68
3374154483,Audit Senior Associate,ANNUAL,,54814.67,60114.86
3374154483,Valuation Analyst - Staff,ANNUAL,,49331.82,52767.51
3378133826,Senior Software Engineer,ANNUAL,130470.51,115416.22,170649.39
3378133826,Engineer,ANNUAL,96347.45,95343.83,125133.52
3378133826,Principal Software Engineer,ANNUAL,200000.0,185224.11,200242.28
3378133826,Data Scientist,ANNUAL,90179.63,85307.64,123893.65
3378133826,Project Manager,ANNUAL,,77810.56,103436.96
3432406374,Solutions Specialist,ANNUAL,33350.15,27991.96,49038.67
3432406374,Retail Sales Representative,ANNUAL,37551.96,27868.62,45207.05
3432406374,Solutions Specialist,HOURLY,14.93,12.96,17.34
3432406374,Solutions Manager,ANNUAL,46658.25,38901.11,62159.54
3432406374,Customer Service Representative,ANNUAL,36816.92,30414.6,61708.81
3309619030,Associate Director,ANNUAL,157355.64,136075.43,175101.0
3309619030,Account Specialist,ANNUAL,56768.35,52811.41,68144.39
3309619030,Pharmaceutical Sales,ANNUAL,96335.95,65620.05,107078.94
3309619030,Therapeutic Sales Specialist,ANNUAL,101285.0,87243.34,131939.06
3309619030,Director,ANNUAL,186004.16,168699.56,215862.44
3459325077,Senior Project Manager,ANNUAL,,142930.95,156385.73
3459325077,Operations Specialist,ANNUAL,,43373.01,47112.24
3459325077,SQL Server Database Administrator,HOURLY,,56.11,61.22
3459325077,Lead Database Administrator,ANNUAL,,132675.03,142626.28
3327793169,Programmer Analyst,ANNUAL,65404.08,64625.04,72894.34
3327793169,Computer Programmer,ANNUAL,65873.48,61039.6,74107.66
3327793169,Systems Analyst,ANNUAL,70500.04,70500.04,72539.07
3327793169,Software Engineer,ANNUAL,78318.48,71972.47,79280.25
3327793169,Business Analyst,ANNUAL,,67973.32,73667.61
3461666468,Software Engineer,ANNUAL,102011.09,76722.68,129731.64
3461666468,Software Engineer,HOURLY,27.54,23.38,33.36
3461666468,Senior Software Engineer,ANNUAL,126721.37,78584.36,143897.13
3461666468,Lead Software Engineer,ANNUAL,120131.34,88114.86,142378.3
3461666468,Software Engineering Manager,ANNUAL,162666.13,127293.22,164281.66
2983133400,Software Engineer,ANNUAL,,72063.73,147390.51
2983133400,Senior Software Engineer,ANNUAL,,86050.17,94947.98
2983133400,CA,ANNUAL,,78606.54,84697.33
2983133400,Senior Business Development Manager,ANNUAL,,97777.28,105508.43
2983133400,Motion Graphics Designer,ANNUAL,,58499.5,64042.64
1924565215,Computer Programmer,ANNUAL,,48249.11,52447.97
3435075419,Customer Service Representative,HOURLY,15.1,11.15,17.27
3435075419,Senior Business Analyst,ANNUAL,79466.22,67987.83,95534.44
3435075419,Business Analyst,ANNUAL,64731.92,48673.97,89672.18
3435075419,Clinical Administrative Coordinator,HOURLY,17.4,15.88,19.61
3435075419,Director,ANNUAL,142524.09,119141.72,171019.08
3457846117,"Registered Nurse, Critical Care",HOURLY,25.16,24.1,25.68
3457846117,"Critical Care Nurse, Bsn",HOURLY,25.01,24.97,25.07
3457846117,Registered Nurse,HOURLY,29.63,25.64,36.13
3457846117,Medical Technologist,HOURLY,25.42,21.39,27.04
3457846117,Physical Therapist,HOURLY,30.29,29.04,45.02
3399981190,Project Analyst,ANNUAL,56204.84,54135.31,63038.02
3399981190,Senior Analyst,ANNUAL,,61517.85,78403.59
3399981190,Project Manager,ANNUAL,,88728.38,94448.21
3399981190,Senior Consultant,ANNUAL,,58693.75,64021.8
3399981190,Principal Consultant,ANNUAL,,92735.85,101740.07
3292154911,Senior Software Engineer,ANNUAL,154417.69,145524.8,162718.06
3292154911,Software Engineer,ANNUAL,,119720.46,157674.65
3292154911,Account Executive,ANNUAL,,72813.66,105734.95
3292154911,Data Scientist,ANNUAL,,137507.83,178509.82
3292154911,Ramp Agent,HOURLY,,8.98,14.75
3467595766,Programmer Analyst,ANNUAL,63146.38,60000.25,81100.26
3467595766,Programmer Analyst,HOURLY,32.55,29.53,39.17
3467595766,Software Engineer,ANNUAL,85527.64,70534.91,99907.94
3467595766,Computer Programmer,ANNUAL,60409.64,58092.95,73860.27
3467595766,Software Engineer,HOURLY,41.12,36.32,53.02
3091756256,Technical Account Manager,ANNUAL,96780.32,57714.79,125048.26
3091756256,Software Engineer,ANNUAL,102482.92,85382.8,157211.05
3091756256,Technical Support Engineer,ANNUAL,95317.8,59967.84,110308.81
3091756256,Senior Software Engineer,ANNUAL,138187.86,105692.88,156505.77
3091756256,QA Engineer,ANNUAL,88955.3,77469.19,122419.75
3434595698,Software Engineer,ANNUAL,75235.26,70500.04,105823.61
3434595698,Design Specialist,ANNUAL,71418.63,50525.03,117051.67
3434595698,Senior Software Engineer,ANNUAL,124058.78,98768.45,149399.26
3434595698,QA Tester,HOURLY,11.36,9.73,13.05
3434595698,Producer,ANNUAL,99860.44,66132.09,124136.98
3464512478,Data Scientist,HOURLY,,59.94,65.24
3464512478,Software Engineer,ANNUAL,88460.45,81264.45,100077.59
3464512478,Senior Software Developer,ANNUAL,108851.81,92856.85,123738.97
3464512478,Senior Software Engineer,ANNUAL,101964.86,90399.66,115835.08
3464512478,Software Developer,ANNUAL,96893.58,83040.45,110163.32
3280026844,Senior Software Engineer,ANNUAL,,70802.1,130795.76
3280026844,Software Engineer,ANNUAL,80860.98,61728.83,103119.04
3280026844,Intern,HOURLY,18.0,15.0,18.36
3280026844,Product Manager,ANNUAL,80000.0,72422.3,160193.83
3280026844,Customer Service Representative,HOURLY,,13.47,20.76
3177414015,Senior Software Engineer,ANNUAL,176495.17,154833.88,200000.0
3177414015,Senior Product Designer,ANNUAL,,133279.53,160100.75
3177414015,Account Manager,ANNUAL,,44625.02,48335.37
3177414015,Account Executive,ANNUAL,,82053.15,89551.7
3177414015,Operations Manager,ANNUAL,,49052.59,52622.98
3467615493,Recruiter,ANNUAL,59431.97,37827.95,60217.16
3467615493,Sourcing Specialist,ANNUAL,37750.01,37703.37,39929.49
3467615493,RPO Recruiter,ANNUAL,64962.38,64629.98,65211.75
3467615493,Technical Recruiter,ANNUAL,,39323.6,43230.9
3324250871,Senior Systems Engineer II,ANNUAL,112094.27,98428.31,128799.99
3324250871,Senior Systems Engineer I,ANNUAL,97980.37,86433.0,108507.71
3324250871,Senior Principal Systems Engineer,ANNUAL,158304.25,135920.52,179093.54
3324250871,Senior Systems Engineer,ANNUAL,102257.88,87421.95,129264.93
3324250871,Senior Systems Engineer II (E04),ANNUAL,111512.56,103576.82,127790.54
3324647636,Sales Professional,ANNUAL,64714.31,31483.77,98685.61
3324647636,Customer Care Manager,ANNUAL,62873.91,47711.61,70575.05
3324647636,Software Engineer,ANNUAL,77784.73,65550.85,115335.32
3324647636,Customer Care,HOURLY,15.13,14.56,15.33
3324647636,Customer Service Representative,HOURLY,,15.09,16.72
3456158642,Devops Engineer,ANNUAL,,129471.54,139388.05
3456158642,Senior Software Engineer,ANNUAL,119416.27,114289.97,132663.67
3456158642,Principal Software Engineer,ANNUAL,149428.92,134506.47,163828.61
3456158642,QA Engineer,ANNUAL,75500.02,70107.16,129428.62
3456158642,Senior Engineer,ANNUAL,,65428.39,177666.73
3436904398,Staff Writer,ANNUAL,,28944.52,31120.65
3436904398,Current Employee,ANNUAL,,38256.56,41653.31
3436904398,Outreach Specialist,ANNUAL,,38216.6,41339.25
3436904398,Visual Design,ANNUAL,,53927.26,58442.74
3456878841,Financial Data Analyst,ANNUAL,43000.0,37746.09,45764.45
3456878841,Manager,ANNUAL,54152.08,51008.23,89903.55
3456878841,Account Manager,ANNUAL,41300.77,38226.35,48578.77
3456878841,Financial Data Analyst,HOURLY,19.23,18.48,19.97
3456878841,Nebraska,ANNUAL,41001.02,40806.58,54253.44
3466826536,Compliance Manager,ANNUAL,,85806.9,92791.8
3466826536,"Executive Director, Technology",ANNUAL,,163727.59,177746.77
3410715364,Account Executive,ANNUAL,53525.87,41276.54,59887.98
3410715364,Sales Development Representative,ANNUAL,39232.31,35286.7,43460.9
3410715364,Senior Account Executive,ANNUAL,72983.39,59781.04,89081.66
3410715364,Customer Success Manager,ANNUAL,75781.81,69221.46,87708.6
3410715364,Senior Software Engineer,ANNUAL,137528.63,100199.59,152185.67
3125484005,Account Manager,ANNUAL,48721.78,42692.58,72291.17
3125484005,Software Developer,ANNUAL,52076.64,42450.2,66297.79
3125484005,Intern,HOURLY,9.71,9.26,11.86
3125484005,Software Implementation Consultant,ANNUAL,49037.99,40055.52,55884.9
3125484005,Software Implementation Specialist,ANNUAL,48266.03,43447.4,56524.31
3443503583,Software Developer,HOURLY,,15.68,17.09
3443503583,Claims Adjuster,ANNUAL,54879.34,51070.6,68556.67
3443503583,Claims Representative,ANNUAL,43950.06,43597.76,44237.86
3443503583,Underwriting Assistant,ANNUAL,38673.15,38479.36,39036.26
3443503583,Liability Claims Adjuster,ANNUAL,67195.87,62966.23,90661.09
3457584099,Cloud Operations Engineer,ANNUAL,64211.46,41232.61,75655.91
3457584099,Cloud Engineer,ANNUAL,53330.05,52930.14,73252.26
3457584099,Cloud Operations Engineer,HOURLY,26.84,20.86,27.0
3457584099,Senior Software Engineer,ANNUAL,,101354.64,140504.3
3457584099,Project Manager,ANNUAL,,86545.99,93660.16
3431929846,Field Service Technician,ANNUAL,48422.5,46206.36,50671.25
3431929846,Supply Chain Planner Manager,ANNUAL,89499.73,85039.21,95638.25
3431929846,Mechanic,ANNUAL,40683.69,32317.17,42557.39
3431929846,Parts Specialist,ANNUAL,31555.62,30823.04,32709.87
3431929846,Service Manager,ANNUAL,60186.34,57613.02,97071.46
3135007397,Senior Accountant,ANNUAL,96068.3,90661.09,100423.05
3135007397,Manager,ANNUAL,110420.19,109996.77,141926.63
3135007397,Intern,HOURLY,,23.39,26.18
3135007397,Executive Assistant,ANNUAL,,71539.29,87782.05
3135007397,Accountant,ANNUAL,,83265.05,89331.58
3362809388,Software Engineer,ANNUAL,111546.73,89135.6,134933.27
3362809388,Software Engineer II,ANNUAL,118841.43,94969.14,132357.98
3362809388,Major Account Manager,ANNUAL,109028.9,48679.3,146760.04
3362809388,Senior Software Engineer,ANNUAL,136519.17,99674.03,150893.5
3362809388,Sales Engineer,ANNUAL,143374.31,53052.61,175633.38
3458481606,Data Analyst,ANNUAL,41847.74,40509.34,43115.7
3458481606,Data Analyst I,ANNUAL,,63635.15,69376.73
3458481606,Financial Analyst,ANNUAL,55545.02,50170.77,69207.22
3458481606,Loss Mitigation Specialist,HOURLY,18.77,17.29,21.02
3458481606,Supervisor,ANNUAL,54076.88,42289.84,65539.23
3423100944,Industrial Engineer,ANNUAL,67981.3,60384.4,77690.9
3423100944,Territory Manager,ANNUAL,60550.82,56529.86,80792.93
3423100944,Process Engineer,ANNUAL,65319.45,62525.0,78225.12
3423100944,Territory Sales Manager,ANNUAL,59836.13,53474.87,81733.23
3423100944,Quality Process Engineer,ANNUAL,65191.35,62971.38,77121.95
3410661697,Senior Software Engineer,ANNUAL,,196146.98,212693.69
3410661697,Systems Engineer,ANNUAL,,144393.47,156502.17
3410661697,Executive Assistant,ANNUAL,,64497.75,69744.46
3410661697,Systems Administrator,ANNUAL,,131766.52,143775.7
3410661697,Material Handler,ANNUAL,,47109.25,51723.51
3424872941,Credit Analyst,HOURLY,18.9,17.34,22.04
3424872941,Collector II,HOURLY,16.28,14.94,18.35
3424872941,Funding Analyst,HOURLY,17.42,16.29,17.79
3424872941,Vice President,ANNUAL,150813.47,105939.18,167527.63
3424872941,Credit Analyst,ANNUAL,47798.43,38076.03,72108.28
3462794185,Solutions Architect,ANNUAL,132483.03,95894.87,175551.86
3462794185,Senior Solutions Architect,ANNUAL,152385.94,135144.98,174736.52
3462794185,Principal Solutions Architect,ANNUAL,167803.0,150244.94,194947.59
3462794185,Associate Solutions Architect,ANNUAL,99501.72,96572.2,108375.68
3462794185,Senior Solution Architect,ANNUAL,,133678.38,144662.79
3454027619,Software Architect,ANNUAL,,185036.15,202353.63
3454027619,Senior Software Engineer,ANNUAL,129428.62,98912.61,162045.12
3454027619,Implementation Engineer,ANNUAL,103820.64,91961.09,119269.91
3454027619,Software Engineer,ANNUAL,88922.9,80051.21,125492.7
3454027619,Inside Sales Representative,ANNUAL,80257.82,75566.98,86362.26
3261807906,Software Engineer,ANNUAL,,84094.59,95851.12
3261807906,Senior Software Engineer,ANNUAL,,120701.86,130600.29
3261807906,Engineer,ANNUAL,,102871.33,111433.77
3261807906,Recruiting Coordinator,ANNUAL,,41279.46,44912.51
3261807906,Product Owner,ANNUAL,,128710.22,140888.17
3462796203,Principal Consultant,ANNUAL,163486.38,163226.33,167172.13
3462796203,Consultant,ANNUAL,,94551.06,112617.48
3462796203,Managing Consultant,ANNUAL,,124091.27,161697.63
3462796203,Manager,ANNUAL,,103400.46,111901.74
3462796203,Business Analyst,ANNUAL,,75459.8,81460.93
3451314453,Business Analyst,ANNUAL,,71109.9,76683.56
3451314453,Software Engineer,ANNUAL,90648.54,68088.15,123506.47
3451314453,Senior Software Engineer,ANNUAL,119042.07,74621.07,148761.61
3451314453,Junior Software Engineer,ANNUAL,71558.22,71189.15,82815.14
3451314453,Principal Software Engineer,ANNUAL,122900.87,114046.15,137075.45
3436174697,Software Engineer,ANNUAL,83321.73,66055.44,107726.99
3436174697,Business Systems Analyst,ANNUAL,72163.65,65629.6,86886.81
3436174697,Computer Systems Analyst,ANNUAL,71698.63,65873.48,83575.41
3436174697,Senior Software Engineer,ANNUAL,72699.96,66890.15,102353.61
3436174697,Software Application Developer,ANNUAL,80678.87,75182.7,85962.03
3148892740,Member of Technical Staff,ANNUAL,157601.76,143645.59,174426.8
3148892740,Director of Sales Operations,ANNUAL,,164189.91,179065.86
3454424306,Designer,HOURLY,,29.05,31.71
3454424306,Laborer,HOURLY,,10.43,11.36
3391313441,Field Service Manager,ANNUAL,38335.34,31483.12,48275.11
3391313441,Inspector,HOURLY,14.04,12.94,16.79
3391313441,Software Developer,ANNUAL,,57844.87,87180.34
3391313441,Developer,ANNUAL,,76490.09,84099.48
3391313441,Field Service Manager,HOURLY,,12.33,15.59
3394607224,Customer Service Representative,HOURLY,15.1,11.15,17.27
3394607224,Senior Business Analyst,ANNUAL,79466.22,67987.83,95534.44
3394607224,Business Analyst,ANNUAL,64731.92,48673.97,89672.18
3394607224,Clinical Administrative Coordinator,HOURLY,17.4,15.88,19.61
3394607224,Director,ANNUAL,142524.09,119141.72,171019.08
3466160026,CA,ANNUAL,,51098.22,55057.85
3466160026,Director of Operations,ANNUAL,,76499.07,84008.55
3299872835,Anonymous Employee,ANNUAL,,53206.09,57439.93
3456042501,Software Engineer III,ANNUAL,135864.0,135250.56,147923.86
3456042501,Software Engineer,ANNUAL,,112590.56,136055.02
3456042501,Senior Software Engineer,ANNUAL,,146698.77,156250.84
3456042501,Software Engineer(),MONTHLY,,7656.62,8311.9
3456042501,Specialist,ANNUAL,,81755.15,89315.62
3419604697,Senior Software Engineer,ANNUAL,147399.66,123098.9,162744.54
3419604697,Senior Software Development Engineer,ANNUAL,150253.12,137719.52,186717.73
3419604697,Senior Software Applications Engineer,ANNUAL,152890.05,119777.81,162635.12
3419604697,Senior Associate Software Engineer,ANNUAL,113316.18,100976.63,124949.55
3419604697,Sr. Software Engineer,ANNUAL,149158.27,136523.84,152929.33
3429979110,Environmental Engineer II,ANNUAL,65235.9,59629.3,74421.72
3429979110,Environmental Engineer I,ANNUAL,59712.83,54404.81,67633.76
3429979110,Geologist I,ANNUAL,49059.36,43799.12,53602.07
3429979110,Geologist II,ANNUAL,58477.62,51836.76,74239.34
3429979110,Project Engineer,ANNUAL,92298.26,70207.95,104607.8
3453613157,Territory Manager,ANNUAL,64988.91,58372.9,98294.15
